dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,3,2,5,5855,3523,9378,8459,3573,12032,3865,3128,6993,6137,5840,11977,1,2,3,5783,3472,9255,8294,3498,11792,5899,5631,11530,3814,3106,6920,39500,1,2,3,5612,3373,8985,8019,3370,11389,5806,5510,11316,3717,3005,6722,369,558,927.0,18182,16066,34248,6140,5842,11982,796.0,309460.347,388.7692802,1.2009,33.7071,127.64155531694016,PALLISA,0.14875383475202122,0.5634196978704751,0.319,3,False,-0.20205026764445294,0.311,False,False
LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,22,15,37,14771,6780,21551,21581,7714,29295,7214,5225,12439,9892,8756,18648,23,15,38,13468,6307,19775,18314,6793,25107,9120,8136,17256,6921,4966,11887,74063,20,15,35,12556,6021,18577,17272,6374,23646,8720,7798,16518,6626,4706,11332,354,881,1235.0,43588,28490,72078,9914,8771,18685,1046.0,224605.4506,214.7279642,2.2316,32.9438,329.74711790008536,LIRA,-0.0823817645893195,-1.2194226938091788,0.12,2,False,0.4414194025205451,0.092,False,False
KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,95,100,195,10108,5805,15913,17619,7828,25447,7716,5713,13429,27245,24519,51764,66,66,132,9606,5549,15155,15482,7024,22506,26164,23499,49663,7553,5519,13072,100528,59,59,118,9286,5368,14654,15128,6926,22054,24998,22341,47339,7200,5438,12638,423,1125,1548.0,35538,43965,79503,27340,24619,51959,3610.0,203356.3642,56.33140284,3.0352,0.0,494.3440073561268,KOTIDO,0.19671139523609418,1.8410116874507991,0.05,1,False,0.7035620218128212,0.054,False,False
KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,20,8,28,6863,6113,12976,7872,4984,12856,3823,3828,7651,3234,3369,6603,14,8,22,6758,6007,12765,7660,4813,12473,3155,3278,6433,3779,3753,7532,39225,15,8,23,6385,5660,12045,7360,4622,11982,3040,3068,6108,3573,3525,7098,200,670,870.0,18578,18302,36880,3254,3377,6631,790.0,201322.4065,254.8384892,0.0953,31.7651,194.83673318796733,KALUNGU,-0.006578332152520433,0.02547073990477247,0.45,2,False,0.007369230895790614,0.422,False,False
NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,143,123,266,7995,4561,12556,11243,4296,15539,7906,6130,14036,21839,19448,41287,72,40,112,6960,3828,10788,9240,3388,12628,19169,17081,36250,7033,5385,12418,72196,123,94,217,7416,4055,11471,10094,3879,13973,20525,18296,38821,7347,5650,12997,353,803,1156.0,27287,34558,61845,21982,19571,41553,4822.0,180626.5701,37.45884905,2.4265,34.331,399.6975636531782,NAPAK,0.005950835268165306,1.1821638391552964,0.107,1,False,0.4873204856931769,0.097,False,False
NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,19,20,39,8098,5403,13501,15929,8730,24659,6800,5513,12313,9838,8937,18775,18,20,38,7680,5096,12776,14650,7946,22596,9238,8426,17664,6189,5039,11228,64302,19,20,39,7572,5028,12600,14492,7862,22354,9281,8349,17630,6159,4994,11153,410,1166,1576.0,30846,28603,59449,9857,8957,18814,812.0,286341.2258,352.6369775,0.8493,33.6623,224.56424086454405,NAMUTUMBA,0.11736569300457322,0.6442922182991131,0.274,3,False,-0.2461781862562241,0.278,False,False
BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,37,29,66,7664,4412,12076,15464,7241,22705,5610,4482,10092,9415,8559,17974,37,29,66,7659,4397,12056,15385,7195,22580,9393,8534,17927,5591,4460,10051,62680,37,29,66,7633,4389,12022,15296,7165,22461,9321,8454,17775,5546,4445,9991,589,1667,2256.0,28775,24723,53498,9452,8588,18040,1033.0,438704.419,424.6896603,0.5316,0.0,142.8752419291222,BUGIRI,0.033507966089266185,0.16328787239596929,0.482,3,False,-0.05221457371021196,0.483,False,False
OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,5,14,19,8407,4530,12937,10232,3543,13775,4194,3409,7603,5235,4833,10068,2,2,4,8406,4530,12936,10232,3547,13779,5235,4833,10068,4194,3409,7603,44390,2,2,4,8406,4529,12935,10232,3545,13777,5234,4833,10067,4184,3409,7593,252,402,654.0,22838,16329,39167,5240,4847,10087,1549.0,135345.6394,87.37613907,2.5214,33.3486,327.97510283142526,OTUKE,-0.14864631987316232,-1.9032372669821698,0.047,2,True,0.7765550226488799,0.052,False,False
NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,22,11,33,23765,13079,36844,31240,12355,43595,13397,11308,24705,21306,20937,42243,20,10,30,23238,13141,36379,31108,12176,43284,21259,20884,42143,13254,11231,24485,146321,20,9,29,23052,13018,36070,30906,12057,42963,21107,20722,41829,13121,11113,24234,1514,2979,4493.0,68424,57690,126114,21328,20948,42276,987.0,273483.9112,277.0860296,2.4104,31.2168,535.0259887609799,NEBBI,0.25270552294226606,1.094515614867598,0.109,1,False,0.6417363273896253,0.092,False,False
KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,515,517,1032,23437,20420,43857,59809,51325,111134,17347,16115,33462,28036,18860,46896,218,210,428,15541,13792,29333,35843,33120,68963,12834,11998,24832,10997,10144,21141,144697,234,227,461,15065,13681,28746,35732,33809,69541,12835,12017,24852,10845,9949,20794,1220,3966,5186.0,101108,107237,208345,28551,19377,47928,195.0,1675282.464,8591.192123,0.3152,32.5816,86.37170334518586,KAMPALA,0.647334071346533,1.0810850341823437,0.083,3,False,-0.7476322008827886,0.076,False,False
PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,22,20,42,55716,30917,86633,45450,16975,62425,24776,19237,44013,24930,23090,48020,19,97,116,54124,30080,84204,42651,15904,58555,24068,22320,46388,24003,18747,42750,232013,25,23,48,53669,29793,83462,43527,15703,59230,23916,22250,46166,23909,18598,42507,1403,2538,3941.0,125964,90239,216203,24952,23110,48062,3326.0,213044.9404,64.0544018,2.9431,32.8084,1089.0331380993455,PADER,2.605158133926055,3.6012324659008343,0.006,1,True,1.359254971579876,0.004,True,False
ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,6,7,13,16161,9062,25223,16507,8054,24561,9159,7466,16625,16596,15192,31788,6,7,13,15941,8960,24901,16012,7903,23915,16378,14986,31364,9108,7364,16472,96665,6,7,13,15519,8695,24214,15792,7814,23606,16100,14701,30801,8892,7150,16042,666,1106,1772.0,41833,39781,81614,16602,15199,31801,2301.0,128376.1239,55.79144888,2.7067,33.6595,752.9826969639483,ABIM,0.5382338428074049,1.2078297884532232,0.099,1,False,0.5405668594795859,0.09,False,False
BUDUDA,Bududa,"271,100",271100.0,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,1,3,4,2118,1466,3584,5330,3570,8900,836,624,1460,1089,1021,2110,1,3,4,2047,1412,3459,5205,3508,8713,1067,1007,2074,805,594,1399,15649,1,3,4,2057,1413,3470,5196,3498,8694,1072,1004,2076,809,591,1400,130,319,449.0,8285,6684,14969,1090,1024,2114,318.0,61214.32643,192.4978819,1.003,34.3338,255.6427704533349,BUDUDA,0.1980960576727449,1.1765138030073694,0.087,3,False,-0.5033036280941829,0.099,False,False
MANAFWA,Manafwa,"175,200",175200.0,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,MANAFWA,Bugisu,Manafwa District,8,8,16,9580,6076,15656,14563,8241,22804,5130,4330,9460,8036,6766,14802,8,7,15,8682,5634,14316,12928,6982,19910,7350,6217,13567,4651,3929,8580,56388,8,7,15,9040,5835,14875,13617,7729,21346,7532,6405,13937,4940,4172,9112,454,670,1124.0,29281,25421,54702,8044,6774,14818,237.0,170960.9327,721.3541462,0.0,0.0,329.8297401017864,MANAFWA,0.10859710432908616,1.2052164117623794,0.076,3,False,-0.5858162330362406,0.074,False,False
SIRONKO,Sironko,"274,300",274300.0,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,9,9,18,8466,5230,13696,19035,9616,28651,4219,3269,7488,5712,4811,10523,3,7,10,7559,4766,12325,15951,8198,24149,4838,4080,8918,3852,2975,6827,52229,9,9,18,7854,4979,12833,17315,8969,26284,5118,4303,9421,3989,3064,7053,362,1156,1518.0,31729,22935,54664,5721,4820,10541,383.0,274583.9034,716.9292517,1.2302,34.2491,190.2114412144379,SIRONKO,0.2577256994736232,1.0504784273414016,0.123,3,False,-0.44799953976506757,0.137,False,False
KATAKWI,Katakwi,"194,600",194600.0,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,9,5,14,29301,19147,48448,29442,13849,43291,14776,11406,26182,15681,14581,30262,7,5,12,36172,15046,51218,28872,13762,42634,15593,14500,30093,14718,11658,26376,150333,7,5,12,28227,14549,42776,28520,13627,42147,15417,14352,29769,14578,11252,25830,2233,4200,6433.0,73528,58988,132516,15690,14586,30276,2306.0,204260.2064,88.57771312,1.9142,33.9583,735.9877023995801,KATAKWI,0.2589821261114071,0.7213502183799557,0.198,1,False,0.27635569369174184,0.178,False,False
KUMI,Kumi,"284,800",284800.0,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,37,38,75,27875,14442,42317,44195,19862,64057,15237,11458,26695,18959,17596,36555,26,32,58,27783,14378,42161,44104,19556,63660,18822,17463,36285,15181,11450,26631,168795,26,32,58,27213,14313,41526,43231,18990,62221,18448,17146,35594,14959,11223,26182,1244,2599,3843.0,87344,63396,150740,18996,17634,36630,1005.0,266855.2321,265.5275941,1.4877,33.9304,632.5339723402784,KUMI,0.014987868190678292,0.04745114971527024,0.417,1,False,0.027321428814685113,0.405,False,False
BULIISA,Buliisa,"149,300",149300.0,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,4,3,7,12271,6924,19195,13394,6622,20016,8251,6701,14952,12458,11517,23975,4,3,7,12186,6887,19073,13082,6351,19433,12355,11338,23693,8184,6655,14839,77045,4,1,5,11616,6699,18315,12802,6476,19278,11682,10782,22464,7839,6420,14259,798,1911,2709.0,33920,31767,65687,12462,11520,23982,1367.0,143383.711,104.8893277,1.8992,31.3542,537.3343977685163,BULIISA,0.033395647901604264,0.1387381290995576,0.371,1,False,0.0860303525081423,0.33,False,False
KAMWENGE,Kamwenge,"335,200",335200.0,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,Tooro,Kamwenge District,55,54,109,26475,18634,45109,35180,18654,53834,15983,12418,28401,19367,17437,36804,57,52,109,25241,17750,42991,33679,17718,51397,18497,16554,35051,15329,12248,27577,157125,57,104,161,24717,16306,41023,32482,17171,49653,17785,16048,33833,14922,11545,26467,1094,5325,6419.0,77693,67197,144890,19422,17491,36913,1695.0,308803.2075,182.1847832,0.2903,30.574,508.8191967695154,KAMWENGE,-0.12173478619390583,-1.00993473307019,0.125,4,False,-0.3763666864530544,0.148,False,False
LYANTONDE,Lyantonde,"110,500",110500.0,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,South Central,Lyantonde District,1,3,4,4770,4289,9059,7017,5013,12030,2876,2519,5395,2067,1971,4038,1,2,3,4705,4251,8956,6897,4933,11830,2031,1951,3982,2843,2495,5338,30109,1,1,2,4355,3980,8335,6448,4603,11051,1849,1814,3663,2639,2292,4931,100,249,349.0,14664,13795,28459,2068,1974,4042,887.0,115648.0618,130.3811294,0.2241,31.2168,260.3502344213087,LYANTONDE,0.19633855045764972,1.0642317755758905,0.115,3,False,-0.5160335519039428,0.121,False,False
SSEMBABULE,Ssembabule,"296,100",296100.0,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SSEMBABULE,SEMBABULE,South Central,Sembabule District,22,19,41,8039,6576,14615,13132,9118,22250,4919,4397,9316,5315,4903,10218,21,24,45,7906,6478,14384,12855,8995,21850,5201,4815,10016,4820,4322,9142,55437,21,15,36,7867,6426,14293,12547,8677,21224,5125,4767,9892,4801,4302,9103,312,767,1079.0,26112,25013,51125,5337,4922,10259,2317.0,283386.681,122.3075878,0.0638,31.3542,195.62316691940794,SEMBABULE,0.1514204295112954,0.8105304156243909,0.207,3,False,-0.2719205859058521,0.228,False,False
BUTAMBALA,Butambala,"107,800",107800.0,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,BUTAMBALA,South Central,Butambala District,2,1,3,7147,6926,14073,7498,5323,12821,4101,3985,8086,3586,3463,7049,2,1,3,6777,6412,13189,6554,7479,14033,3137,3180,6317,3929,3830,7759,41301,2,1,3,6504,6230,12734,6392,4736,11128,3078,3136,6214,3828,3717,7545,92,501,593.0,18748,19698,38446,3588,3464,7052,405.0,50232.4276,124.0306854,0.1742,32.1065,822.1979699822431,BUTAMBALA,-0.20665990958368563,-0.35368720320657987,0.395,4,False,-0.1627424785699939,0.442,False,False
KIRUHURA,Kiruhura,"185,700",185700.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,Ankole,Kiruhura District,0,0,0,3402,3158,6560,5863,4681,10544,1677,1612,3289,1572,1550,3122,0,0,0,3400,3155,6555,5863,4676,10539,1572,1549,3121,1676,1612,3288,23503,1,1,2,3400,3154,6554,5853,4667,10520,1571,1547,3118,1676,1612,3288,49,226,275.0,10942,11001,21943,1572,1550,3122,3003.0,180616.9259,60.14549647,0.322,30.8039,130.1262319845518,KIRUHURA,0.27355121012285405,0.989288581831253,0.132,3,False,-0.37015029085278267,0.155,False,False
BUHWEJU,Buhweju,"144,100",144100.0,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,BUHWEJU,Ankole,Buhweju District,1,0,1,652,668,1320,1052,884,1936,308,251,559,223,221,444,1,0,1,649,662,1311,1044,869,1913,223,221,444,307,250,557,4226,1,0,1,645,651,1296,1020,856,1876,222,222,444,304,250,554,7,21,28.0,2013,2024,4037,224,221,445,751.0,58583.41681,78.0072128,0.3558,30.3897,72.13645482143738,BUHWEJU,0.6575276845829461,1.6846021529928568,0.015,3,True,-0.7266484702962535,0.012,False,True
KAKUMIRO,Kakumiro,"473,400",473400.0,KIBAALE,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,KAKUMIRO,Bunyoro,Kakumiro District,10,9,19,10767,6852,17619,13591,6496,20087,5509,4631,10140,6382,5537,11919,10,9,19,10185,6515,16700,12300,5949,18249,6068,5212,11280,5300,4444,9744,55992,10,9,19,10473,6703,17176,12860,6134,18994,6194,5353,11547,5456,4585,10041,578,1487,2065.0,29877,23525,53402,6392,5546,11938,1701.0,367946.3179,216.3117683,1.0028,31.3084,152.17437239096773,KAKUMIRO,0.2986068052133324,1.0284343610672166,0.127,3,False,-0.43900679762558287,0.142,False,False
KABALE,Kabale,"248,700",248700.0,KABALE,KABALE,KABALE,KABALE,KABALE,KABALE,Kigezi,Kabale District,20,12,32,462,496,958,1632,2363,3995,172,149,321,212,231,443,1,3,4,298,373,671,1137,1915,3052,120,146,266,100,89,189,4182,1,1,2,285,350,635,1078,1802,2880,116,139,255,96,86,182,6,24,30.0,2286,3251,5537,232,243,475,561.0,262176.9302,467.3385565,1.3505,30.0203,15.951060212696014,KABALE,1.1672679693317205,1.5642041449667679,0.002,3,True,-1.0979638860674585,0.002,False,True
AMUDAT,Amudat,"134,900",134900.0,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,AMUDAT,Karamoja,Amudat District,8,5,13,3393,2496,5889,5021,1883,6904,3100,2837,5937,4398,4221,8619,7,5,12,3315,2450,5765,4661,1814,6475,4306,4131,8437,3021,2798,5819,26508,117,5,122,3081,2275,5356,4305,1639,5944,3999,3791,7790,2826,2618,5444,109,351,460.0,11522,11442,22964,4406,4226,8632,1616.0,156566.9591,96.88549447,1.7916,34.9066,169.30775274921976,AMUDAT,0.19687577079356847,0.6558942383185132,0.243,3,False,-0.31243010059516585,0.295,False,False
MAYUGE,Mayuge,"565,100",565100.0,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,MAYUGE,Busoga,Mayuge District,42,18,60,31694,16826,48520,59180,27771,86951,20290,15504,35794,29025,25738,54763,42,18,60,31330,16598,47928,57940,27249,85189,28651,25370,54021,20134,15332,35466,222664,41,16,57,31133,16499,47632,57528,27067,84595,28481,25240,53721,20027,15246,35273,2305,4802,7107.0,111206,85857,197063,29067,25756,54823,1075.0,533324.8616,496.1161503,0.3125,33.528,417.5016318046704,MAYUGE,0.019527151314523716,0.8576920063356994,0.174,1,False,0.31199548949783595,0.143,False,False
NWOYA,Nwoya,"236,000",236000.0,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,NWOYA,Acholi,Nwoya District,30,38,68,20537,11737,32274,22689,8819,31508,12403,9686,22089,15861,14750,30611,27,36,63,19755,11378,31133,21053,8226,29279,15350,14313,29663,12078,9429,21507,111645,25,33,58,19673,11335,31008,20833,8106,28939,15247,14204,29451,12019,9360,21379,1003,2037,3040.0,55659,45030,100689,15891,14788,30679,4679.0,180449.3616,38.56579644,2.6351,32.0028,618.7054307650153,NWOYA,0.3233961141609858,1.3561593001704215,0.093,1,False,0.516334268789437,0.08,False,False
OYAM,Oyam,"453,700",453700.0,OYAM,OYAM,OYAM,OYAM,OYAM,OYAM,Lango,Oyam District,111,101,212,47484,21277,68761,58336,22338,80674,21414,15366,36780,23436,21213,44649,110,99,209,46799,20762,67561,54394,21878,76272,23144,20977,44121,20971,15020,35991,224154,110,99,209,46516,20656,67172,54063,21872,75935,23016,21139,44155,20850,14940,35790,4581,8602,13183.0,127345,80295,207640,23547,21314,44861,2196.0,437457.3758,199.2064553,2.2776,32.4467,512.4019216502601,OYAM,0.15568128096797254,1.1492012271015628,0.114,1,False,0.47200517068607567,0.106,False,False
KOBOKO,Koboko,"258,000",258000.0,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,West Nile,Koboko District,19,19,38,27367,12712,40079,33204,10261,43465,17381,13005,30386,22578,20911,43489,18,18,36,26461,12286,38747,30921,9237,40158,21590,20145,41735,16650,12504,29154,149830,16,18,34,26115,12186,38301,30854,9289,40143,21514,20046,41560,16817,12443,29260,996,2366,3362.0,77971,56908,134879,22597,20930,43527,739.0,243497.9288,329.4965207,3.5237,31.0335,615.3235090679752,KOBOKO,0.45841514835485625,1.0145105223036803,0.115,1,False,0.7409926184532998,0.093,False,False
KIBUKU,Kibuku,"250,600",250600.0,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,Bukedi,Kibuku District,2,3,5,2219,1260,3479,3066,1089,4155,1705,1406,3111,2332,2150,4482,2,3,5,2188,1248,3436,2998,1067,4065,2314,2146,4460,1689,1397,3086,15052,2,3,5,2188,1248,3436,2998,1067,4065,2312,2146,4458,1689,1397,3086,121,229,350.0,6992,5908,12900,2334,2153,4487,484.0,229271.2657,473.7009621,1.0453,33.7993,65.65148909543443,KIBUKU,0.49142039963116296,1.3429991711740765,0.058,3,False,-0.5344238746950466,0.056,False,False
KWANIA,Kwania,"216,600",216600.0,APAC,APAC,APAC,KWANIA,KWANIA,KWANIA,Lango,Kwania District,35,30,65,22108,9718,31826,25261,10544,35805,10679,7720,18399,14525,13431,27956,34,29,63,23740,9588,33328,24391,10174,34565,14307,12344,26651,10454,7595,18049,112656,31,27,58,20469,8896,29365,23554,9625,33179,13175,11459,24634,9841,7108,16949,784,1607,2391.0,58083,41443,99526,14560,13461,28021,1223.0,202344.6754,165.4494484,1.9033,32.7633,556.752974978456,KWANIA,0.04966126093233228,0.22604718197378507,0.35,1,False,0.11204567940244392,0.311,False,False
NABILATUK,Nabilatuk,"89,700",89700.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NABILATUK,NABILATUK,NABILATUK,Karamoja,Nabilatuk District,8,5,13,3402,1627,5029,5129,1684,6813,2804,1967,4771,9987,9362,19349,7,5,12,3377,1617,4994,5042,1593,6635,9933,9147,19080,2792,1959,4751,35472,7,5,12,3267,1581,4848,4910,1564,6474,9666,8954,18620,2736,1917,4653,169,543,712.0,11343,14645,25988,9995,9367,19362,1561.0,103673.6483,66.4148932,2.091,34.5971,342.15059064338914,NABILATUK,-0.059227243408554536,-0.7421206641521033,0.193,2,False,0.39137590909052494,0.152,False,False
BUGWERI,Bugweri,"191,600",191600.0,IGANGA,IGANGA,IGANGA,BUGWERI,BUGWERI,BUGWERI,Busoga,Bugweri District,23,13,36,15016,8082,23098,24551,10023,34574,11010,8433,19443,14619,12518,27137,23,13,36,14750,7969,22719,23947,9877,33824,14506,12391,26897,10670,8371,19041,102517,23,13,36,14318,7781,22099,23221,9600,32821,14043,12109,26152,10351,8035,18386,827,1244,2071.0,50600,39069,89669,14642,12531,27173,302.0,191457.8987,633.966552,0.6116,33.5952,535.454534370694,BUGWERI,-0.06930529187433311,-0.37654581475499277,0.391,4,False,-0.17171548182539312,0.433,False,False
MADI OKOLLO,Madi Okollo,"164,200",164200.0,ARUA,ARUA,ARUA,ARUA,MADI OKOLLO,MADI-OKOLLO,West Nile,Madi-Okollo District,19,22,41,27750,19415,47165,27913,10216,38129,16191,12844,29035,18405,18467,36872,17,20,37,27076,18939,46015,26959,9850,36809,18094,17974,36068,15924,12708,28632,147561,17,20,37,26694,18621,45315,26799,9811,36610,18019,17906,35925,15749,12583,28332,863,2801,3664.0,71873,60964,132837,18424,18489,36913,2048.0,161812.097,79.00981301,2.8218,31.2168,911.9281112832991,MADI-OKOLLO,2.497213806590546,4.556711140796334,0.002,1,True,1.7302401442860387,0.001,True,False
KARENGA,Karenga,"68,500",68500.0,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,1,1,2,5208,3032,8240,7388,3079,10467,2470,1839,4309,4977,5003,9980,1,1,2,4442,2547,6989,6037,2680,8717,4443,4310,8753,2188,1665,3853,28314,1,1,2,5006,2894,7900,7083,2991,10074,4764,4776,9540,2340,1733,4073,205,729,934.0,15067,12954,28021,4978,5004,9982,25702.0,76699.97985,2.98420278,3.5691,33.6931,369.1526393536595,KARENGA,-0.04806644146602146,-1.1006782153981158,0.102,2,False,0.6457692919308721,0.1,False,False
NAMISINDWA,Namisindwa,"231,500",231500.0,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,2,0,2,4940,2859,7799,10853,5721,16574,2522,1754,4276,3770,3367,7137,0,0,0,4294,2520,6814,8906,5015,13921,3257,2894,6151,2163,1578,3741,30627,0,0,0,3979,2382,6361,8414,4670,13084,3105,2780,5885,2016,1470,3486,456,517,973.0,18317,13701,32018,3772,3367,7139,298.0,234639.7804,787.3818133,0.9054,34.3754,130.52773893578023,NAMISINDWA,0.4026683983282374,0.963188575987203,0.138,3,False,-0.5430296315026254,0.141,False,False
BULAMBULI,Bulambuli,"230,600",230600.0,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,5,2,7,5887,3962,9849,10857,5951,16808,3100,2489,5589,3684,3541,7225,3,2,5,5241,3526,8767,9540,5299,14839,3273,3224,6497,2836,2253,5089,35197,3,2,5,5199,3561,8760,9317,5185,14502,3179,3189,6368,2799,2252,5051,329,700,1029.0,19849,15945,35794,3689,3543,7232,695.0,208835.8364,300.4832179,1.4815,34.2866,168.53908125511737,BULAMBULI,0.28848015442981023,1.0655787767354248,0.116,3,False,-0.45408188724267723,0.132,False,False
NGORA,Ngora,"165,800",165800.0,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,7,14,21,18068,9328,27396,23049,8046,31095,8820,6363,15183,8655,7441,16096,5,7,12,17897,9294,27191,22837,7747,30584,8369,7286,15655,8684,6239,14923,88365,4,6,10,16765,8531,25296,21182,7318,28500,7861,6853,14714,8136,5777,13913,1521,3020,4541.0,49944,31192,81136,8662,7455,16117,640.0,181464.9711,283.5390173,1.4908,33.7518,486.953484544985,NGORA,0.004465413548889749,0.009084076173627418,0.426,1,False,0.019131571609755284,0.414,False,False
KAPELEBYONG,Kapelebyong,"103,800",103800.0,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,31,20,51,15259,7072,22331,14844,5052,19896,7750,5446,13196,7228,7059,14287,30,19,49,15120,7050,22170,14650,5020,19670,7112,6592,13704,7750,5443,13193,68786,30,19,49,14809,6908,21717,14359,4922,19281,7025,6482,13507,7618,5366,12984,495,1086,1581.0,37884,24649,62533,7259,7079,14338,1203.0,117798.1527,97.92032643,2.211,33.7518,583.9310585385775,KAPELEBYONG,0.15186906441493098,0.6868282269913197,0.208,1,False,0.288424236118826,0.185,False,False
